1,1,70,1,No Collection,No Collection,No Collection
593,10470,3,1,NULL,Field Harvest,No comments
594,10471,3,1,NULL,Field Harvest,No comments
595,10472,3,1,NULL,Field Harvest,No comments
596,10473,3,1,NULL,Field Harvest,No comments
597,10474,3,1,NULL,Field Harvest,No comments
598,10475,3,1,NULL,Field Harvest,No comments
599,10476,3,1,NULL,Field Harvest,No comments
600,10477,3,1,NULL,Field Harvest,No comments
601,10478,3,1,NULL,Field Harvest,No comments
602,10479,3,1,NULL,Field Harvest,No comments
603,10480,3,1,NULL,Field Harvest,No comments
604,10481,3,1,NULL,Field Harvest,No comments
605,10482,3,1,NULL,Field Harvest,No comments
606,10483,3,1,NULL,Field Harvest,No comments
607,10484,3,1,NULL,Field Harvest,No comments
608,10485,3,1,NULL,Field Harvest,No comments
609,10486,3,1,NULL,Field Harvest,No comments
610,10487,3,1,NULL,Field Harvest,No comments
611,10488,3,1,NULL,Field Harvest,No comments
612,10489,3,1,NULL,Field Harvest,No comments
613,10490,3,1,NULL,Field Harvest,No comments
614,10491,3,1,NULL,Field Harvest,No comments
615,10492,3,1,NULL,Field Harvest,No comments
616,10493,3,1,NULL,Field Harvest,No comments
617,10494,3,1,NULL,Field Harvest,No comments
618,10495,3,1,NULL,Field Harvest,No comments
619,10496,3,1,NULL,Field Harvest,No comments
620,10497,3,1,NULL,Field Harvest,No comments
621,10498,3,1,NULL,Field Harvest,No comments
622,10499,3,1,NULL,Field Harvest,No comments
623,10500,3,1,NULL,Field Harvest,No comments
624,10501,3,1,NULL,Field Harvest,No comments
625,10502,3,1,NULL,Field Harvest,No comments
626,10503,3,1,NULL,Field Harvest,No comments
627,10504,3,1,NULL,Field Harvest,No comments
628,10505,3,1,NULL,Field Harvest,No comments
629,10506,3,1,NULL,Field Harvest,No comments
630,10507,3,1,NULL,Field Harvest,No comments
631,10508,3,1,NULL,Field Harvest,No comments
632,10509,3,1,NULL,Field Harvest,No comments
633,10510,3,1,NULL,Field Harvest,No comments
634,10511,3,1,NULL,Field Harvest,No comments
635,10512,3,1,NULL,Field Harvest,No comments
636,10513,3,1,NULL,Field Harvest,No comments
637,10514,3,1,NULL,Field Harvest,No comments
638,10515,3,1,NULL,Field Harvest,No comments
639,10516,3,1,NULL,Field Harvest,No comments
640,10517,3,1,NULL,Field Harvest,No comments
641,10518,3,1,NULL,Field Harvest,No comments
642,10519,3,1,NULL,Field Harvest,No comments
643,10520,3,1,NULL,Field Harvest,No comments
644,10521,3,1,NULL,Field Harvest,No comments
645,10522,3,1,NULL,Field Harvest,No comments
646,10523,3,1,NULL,Field Harvest,No comments
647,10524,3,1,NULL,Field Harvest,No comments
648,10525,3,1,NULL,Field Harvest,No comments
649,10526,3,1,NULL,Field Harvest,No comments
650,10527,3,1,NULL,Field Harvest,No comments
651,10528,3,1,NULL,Field Harvest,No comments
652,10529,3,1,NULL,Field Harvest,No comments
653,10530,3,1,NULL,Field Harvest,No comments
654,10531,3,1,NULL,Field Harvest,No comments
655,10532,3,1,NULL,Field Harvest,No comments
656,10533,3,1,NULL,Field Harvest,No comments
657,10534,3,1,NULL,Field Harvest,No comments
658,10535,3,1,NULL,Field Harvest,No comments
659,10536,3,1,NULL,Field Harvest,No comments
660,10537,3,1,NULL,Field Harvest,No comments
661,10538,3,1,NULL,Field Harvest,No comments
662,10539,3,1,NULL,Field Harvest,No comments
663,10540,3,1,NULL,Field Harvest,No comments
664,10541,3,1,NULL,Field Harvest,No comments
665,10542,3,1,NULL,Field Harvest,No comments
666,10543,3,1,NULL,Field Harvest,No comments
667,10544,3,1,NULL,Field Harvest,No comments
668,10545,3,1,NULL,Field Harvest,No comments
669,10546,3,1,NULL,Field Harvest,No comments
670,10547,3,1,NULL,Field Harvest,No comments
671,10548,3,1,NULL,Field Harvest,No comments
672,10549,3,1,NULL,Field Harvest,No comments
673,10550,3,1,NULL,Field Harvest,No comments
674,10551,3,1,NULL,Field Harvest,No comments
675,10552,3,1,NULL,Field Harvest,No comments
676,10553,3,1,NULL,Field Harvest,No comments
677,10554,3,1,NULL,Field Harvest,No comments
678,10555,3,1,NULL,Field Harvest,No comments
679,10556,3,1,NULL,Field Harvest,No comments
680,10557,3,1,NULL,Field Harvest,No comments
681,10558,3,1,NULL,Field Harvest,No comments
682,10559,3,1,NULL,Field Harvest,No comments
683,10560,3,1,NULL,Field Harvest,No comments
684,10561,3,1,NULL,Field Harvest,No comments
685,10562,3,1,NULL,Field Harvest,No comments
686,10563,3,1,NULL,Field Harvest,No comments
687,10564,3,1,NULL,Field Harvest,No comments
688,10565,3,1,NULL,Field Harvest,No comments
689,10566,3,1,NULL,Field Harvest,No comments
690,10567,3,1,NULL,Field Harvest,No comments
691,10568,3,1,NULL,Field Harvest,No comments
692,10569,3,1,NULL,Field Harvest,No comments
693,10570,3,1,NULL,Field Harvest,No comments
694,10571,3,1,NULL,Field Harvest,No comments
695,10572,3,1,NULL,Field Harvest,No comments
696,10573,3,1,NULL,Field Harvest,No comments
697,10574,3,1,NULL,Field Harvest,No comments
698,10575,3,1,NULL,Field Harvest,No comments
699,10576,3,1,NULL,Field Harvest,No comments
700,10577,3,1,NULL,Field Harvest,No comments
701,10578,3,1,NULL,Field Harvest,No comments
702,10579,3,1,NULL,Field Harvest,No comments
703,10580,3,1,NULL,Field Harvest,No comments
704,10581,3,1,NULL,Field Harvest,No comments
705,10582,3,1,NULL,Field Harvest,No comments
706,10583,3,1,NULL,Field Harvest,No comments
707,10584,3,1,NULL,Field Harvest,No comments
708,10585,3,1,NULL,Field Harvest,No comments
709,10586,3,1,NULL,Field Harvest,No comments
710,10587,3,1,NULL,Field Harvest,No comments
711,10588,3,1,NULL,Field Harvest,No comments
712,10589,3,1,NULL,Field Harvest,No comments
713,10590,3,1,NULL,Field Harvest,No comments
714,10591,3,1,NULL,Field Harvest,No comments
715,10592,3,1,NULL,Field Harvest,No comments
716,10593,3,1,NULL,Field Harvest,No comments
717,10594,3,1,NULL,Field Harvest,No comments
718,10595,3,1,NULL,Field Harvest,No comments
719,10596,3,1,NULL,Field Harvest,No comments
720,10597,3,1,NULL,Field Harvest,No comments
721,10598,3,1,NULL,Field Harvest,No comments
722,10599,3,1,NULL,Field Harvest,No comments
723,10600,3,1,NULL,Field Harvest,No comments
724,10601,3,1,NULL,Field Harvest,No comments
725,10602,3,1,NULL,Field Harvest,No comments
726,10603,3,1,NULL,Field Harvest,No comments
727,10604,3,1,NULL,Field Harvest,No comments
728,10605,3,1,NULL,Field Harvest,No comments
729,10606,3,1,NULL,Field Harvest,No comments
730,10607,3,1,NULL,Field Harvest,No comments
731,10608,3,1,NULL,Field Harvest,No comments
732,10609,3,1,NULL,Field Harvest,No comments
733,10610,3,1,NULL,Field Harvest,No comments
734,10611,3,1,NULL,Field Harvest,No comments
735,10612,3,1,NULL,Field Harvest,No comments
736,10613,3,1,NULL,Field Harvest,No comments
737,10614,3,1,NULL,Field Harvest,No comments
738,10615,3,1,NULL,Field Harvest,No comments
739,10616,3,1,NULL,Field Harvest,No comments
740,10617,3,1,NULL,Field Harvest,No comments
741,10618,3,1,NULL,Field Harvest,No comments
742,10619,3,1,NULL,Field Harvest,No comments
743,10620,3,1,NULL,Field Harvest,No comments
744,10621,3,1,NULL,Field Harvest,No comments
745,10622,3,1,NULL,Field Harvest,No comments
746,10623,3,1,NULL,Field Harvest,No comments
747,10624,3,1,NULL,Field Harvest,No comments
748,10625,3,1,NULL,Field Harvest,No comments
749,10626,3,1,NULL,Field Harvest,No comments
750,10627,3,1,NULL,Field Harvest,No comments
751,10628,3,1,NULL,Field Harvest,No comments
752,10629,3,1,NULL,Field Harvest,No comments
753,10630,3,1,NULL,Field Harvest,No comments
754,10631,3,1,NULL,Field Harvest,No comments
755,10632,3,1,NULL,Field Harvest,No comments
756,10633,3,1,NULL,Field Harvest,No comments
757,10634,3,1,NULL,Field Harvest,No comments
758,10635,3,1,NULL,Field Harvest,No comments
759,10636,3,1,NULL,Field Harvest,No comments
760,10637,3,1,NULL,Field Harvest,No comments
761,10638,3,1,NULL,Field Harvest,No comments
762,10639,3,1,NULL,Field Harvest,No comments
763,10640,3,1,NULL,Field Harvest,No comments
764,10641,3,1,NULL,Field Harvest,No comments
765,10642,3,1,NULL,Field Harvest,No comments
766,10643,3,1,NULL,Field Harvest,No comments
767,10644,3,1,NULL,Field Harvest,No comments
768,10645,3,1,NULL,Field Harvest,No comments
769,10646,3,1,NULL,Field Harvest,No comments
770,10647,3,1,NULL,Field Harvest,No comments
771,10648,3,1,NULL,Field Harvest,No comments
772,10649,3,1,NULL,Field Harvest,No comments
773,10650,3,1,NULL,Field Harvest,No comments
774,10651,3,1,NULL,Field Harvest,No comments
775,10652,3,1,NULL,Field Harvest,No comments
776,10653,3,1,NULL,Field Harvest,No comments
777,10654,3,1,NULL,Field Harvest,No comments
778,10655,3,1,NULL,Field Harvest,No comments
779,10656,3,1,NULL,Field Harvest,No comments
780,10657,3,1,NULL,Field Harvest,No comments
781,10658,3,1,NULL,Field Harvest,No comments
782,10659,3,1,NULL,Field Harvest,No comments
783,10660,3,1,NULL,Field Harvest,No comments
784,10661,3,1,NULL,Field Harvest,No comments
785,10662,3,1,NULL,Field Harvest,No comments
786,10663,3,1,NULL,Field Harvest,No comments
787,10664,3,1,NULL,Field Harvest,No comments
788,10665,3,1,NULL,Field Harvest,No comments
789,10666,3,1,NULL,Field Harvest,No comments
790,10667,3,1,NULL,Field Harvest,No comments
791,10668,3,1,NULL,Field Harvest,No comments
792,10669,3,1,NULL,Field Harvest,No comments
793,10670,3,1,NULL,Field Harvest,No comments
794,10671,3,1,NULL,Field Harvest,No comments
795,10672,3,1,NULL,Field Harvest,No comments
796,10673,3,1,NULL,Field Harvest,No comments
797,10674,3,1,NULL,Field Harvest,No comments
798,10675,3,1,NULL,Field Harvest,No comments
799,10676,3,1,NULL,Field Harvest,No comments
800,10677,3,1,NULL,Field Harvest,No comments
801,10678,3,1,NULL,Field Harvest,No comments
802,10679,3,1,NULL,Field Harvest,No comments
803,10680,3,1,NULL,Field Harvest,No comments
804,10681,3,1,NULL,Field Harvest,No comments
805,10682,3,1,NULL,Field Harvest,No comments
806,10683,3,1,NULL,Field Harvest,No comments
807,10684,3,1,NULL,Field Harvest,No comments
808,10685,3,1,NULL,Field Harvest,No comments
809,10686,3,1,NULL,Field Harvest,No comments
810,10687,3,1,NULL,Field Harvest,No comments
811,10688,3,1,NULL,Field Harvest,No comments
812,10689,3,1,NULL,Field Harvest,No comments
813,10690,3,1,NULL,Field Harvest,No comments
814,10691,3,1,NULL,Field Harvest,No comments
815,10692,3,1,NULL,Field Harvest,No comments
816,10693,3,1,NULL,Field Harvest,No comments
817,10694,3,1,NULL,Field Harvest,No comments
818,10695,3,1,NULL,Field Harvest,No comments
819,10696,3,1,NULL,Field Harvest,No comments
820,10697,3,1,NULL,Field Harvest,No comments
821,10698,3,1,NULL,Field Harvest,No comments
822,10699,3,1,NULL,Field Harvest,No comments
823,10700,3,1,NULL,Field Harvest,No comments
824,10701,3,1,NULL,Field Harvest,No comments
825,10702,3,1,NULL,Field Harvest,No comments
826,10703,3,1,NULL,Field Harvest,No comments
827,10704,3,1,NULL,Field Harvest,No comments
828,10705,3,1,NULL,Field Harvest,No comments
829,10706,3,1,NULL,Field Harvest,No comments
830,10707,3,1,NULL,Field Harvest,No comments
831,10708,3,1,NULL,Field Harvest,No comments
832,10709,3,1,NULL,Field Harvest,No comments
833,10710,3,1,NULL,Field Harvest,No comments
834,10711,3,1,NULL,Field Harvest,No comments
835,10712,3,1,NULL,Field Harvest,No comments
836,10713,3,1,NULL,Field Harvest,No comments
837,10714,10,1,NULL,Field Harvest,No comments
838,10715,10,1,NULL,Field Harvest,No comments
839,10716,10,1,NULL,Field Harvest,No comments
840,10717,10,1,NULL,Field Harvest,No comments
841,10718,10,1,NULL,Field Harvest,No comments
842,10719,10,1,NULL,Field Harvest,No comments
843,10720,10,1,NULL,Field Harvest,No comments
844,10721,10,1,NULL,Field Harvest,No comments
845,10722,10,1,NULL,Field Harvest,No comments
846,10723,10,1,NULL,Field Harvest,No comments
847,10724,10,1,NULL,Field Harvest,No comments
848,10725,10,1,NULL,Field Harvest,No comments
849,10728,10,1,NULL,Field Harvest,No comments
850,10729,10,1,NULL,Field Harvest,No comments
851,10730,10,1,NULL,Field Harvest,No comments
852,10731,10,1,NULL,Field Harvest,No comments
853,10732,10,1,NULL,Field Harvest,No comments
854,10733,10,1,NULL,Field Harvest,No comments
855,10734,10,1,NULL,Field Harvest,No comments
856,10735,10,1,NULL,Field Harvest,No comments
857,10736,10,1,NULL,Field Harvest,No comments
858,10737,10,1,NULL,Field Harvest,No comments
859,10738,10,1,NULL,Field Harvest,No comments
860,10739,10,1,NULL,Field Harvest,No comments
861,16865,3,1,NULL,Field Harvest,No comments
862,16866,3,1,NULL,Field Harvest,No comments
863,16867,3,1,NULL,Field Harvest,No comments
864,16868,3,1,NULL,Field Harvest,No comments
865,16869,3,1,NULL,Field Harvest,No comments
866,16870,3,1,NULL,Field Harvest,No comments
867,16871,3,1,NULL,Field Harvest,No comments
868,16872,3,1,NULL,Field Harvest,No comments
869,16873,3,1,NULL,Field Harvest,No comments
870,16874,3,1,NULL,Field Harvest,No comments
871,16876,3,1,NULL,Field Harvest,No comments
872,16877,3,1,NULL,Field Harvest,No comments
873,16878,3,1,NULL,Field Harvest,No comments
874,16879,3,1,NULL,Field Harvest,No comments
875,16880,3,1,NULL,Field Harvest,No comments
876,16883,3,1,NULL,Field Harvest,No comments
877,16884,3,1,NULL,Field Harvest,No comments
878,16885,3,1,NULL,Field Harvest,No comments
879,16886,3,1,NULL,Field Harvest,No comments
880,16887,3,1,NULL,Field Harvest,No comments
881,16888,3,1,NULL,Field Harvest,No comments
882,16889,3,1,NULL,Field Harvest,No comments
883,16890,3,1,NULL,Field Harvest,No comments
884,16891,3,1,NULL,Field Harvest,No comments
885,16892,3,1,NULL,Field Harvest,No comments
886,16893,3,1,NULL,Field Harvest,No comments
887,16894,3,1,NULL,Field Harvest,No comments
888,16896,3,1,NULL,Field Harvest,No comments
889,16897,3,1,NULL,Field Harvest,No comments
890,16899,3,1,NULL,Field Harvest,No comments
891,16900,3,1,NULL,Field Harvest,No comments
892,16901,3,1,NULL,Field Harvest,No comments
893,16902,3,1,NULL,Field Harvest,No comments
894,16903,3,1,NULL,Field Harvest,No comments
895,16904,3,1,NULL,Field Harvest,No comments
896,16905,3,1,NULL,Field Harvest,No comments
897,16906,3,1,NULL,Field Harvest,No comments
898,16908,3,1,NULL,Field Harvest,No comments
899,16909,3,1,NULL,Field Harvest,No comments
900,16910,3,1,NULL,Field Harvest,No comments
901,16911,3,1,NULL,Field Harvest,No comments
902,16912,3,1,NULL,Field Harvest,No comments
903,16913,3,1,NULL,Field Harvest,No comments
904,16914,3,1,NULL,Field Harvest,No comments
905,16915,3,1,NULL,Field Harvest,No comments
906,16917,3,1,NULL,Field Harvest,No comments
907,16918,3,1,NULL,Field Harvest,No comments
908,16919,3,1,NULL,Field Harvest,No comments
909,16921,3,1,NULL,Field Harvest,No comments
910,16922,3,1,NULL,Field Harvest,No comments
911,16923,3,1,NULL,Field Harvest,No comments
912,16925,3,1,NULL,Field Harvest,No comments
913,16926,3,1,NULL,Field Harvest,No comments
914,16927,3,1,NULL,Field Harvest,No comments
915,16928,3,1,NULL,Field Harvest,No comments
916,16929,3,1,NULL,Field Harvest,No comments
917,16930,3,1,NULL,Field Harvest,No comments
918,16931,3,1,NULL,Field Harvest,No comments
919,16932,3,1,NULL,Field Harvest,No comments
920,16934,3,1,NULL,Field Harvest,No comments
921,16935,3,1,NULL,Field Harvest,No comments
922,16936,3,1,NULL,Field Harvest,No comments
923,16937,3,1,NULL,Field Harvest,No comments
924,16938,3,1,NULL,Field Harvest,No comments
925,16939,3,1,NULL,Field Harvest,No comments
926,16940,3,1,NULL,Field Harvest,No comments
927,16941,3,1,NULL,Field Harvest,No comments
928,16942,3,1,NULL,Field Harvest,No comments
929,16943,3,1,NULL,Field Harvest,No comments
930,16944,3,1,NULL,Field Harvest,No comments
931,16945,3,1,NULL,Field Harvest,No comments
932,16947,3,1,NULL,Field Harvest,No comments
933,16948,3,1,NULL,Field Harvest,No comments
934,16949,3,1,NULL,Field Harvest,No comments
935,16950,3,1,NULL,Field Harvest,No comments
936,16951,3,1,NULL,Field Harvest,No comments
937,16952,3,1,NULL,Field Harvest,No comments
938,16953,3,1,NULL,Field Harvest,No comments
939,16954,3,1,NULL,Field Harvest,No comments
940,16955,3,1,NULL,Field Harvest,No comments
941,16958,3,1,NULL,Field Harvest,No comments
942,16959,3,1,NULL,Field Harvest,No comments
943,16960,3,1,NULL,Field Harvest,No comments
944,16961,3,1,NULL,Field Harvest,No comments
945,16962,3,1,NULL,Field Harvest,No comments
946,16964,3,1,NULL,Field Harvest,No comments
947,16965,3,1,NULL,Field Harvest,No comments
948,16966,3,1,NULL,Field Harvest,No comments
949,16967,3,1,NULL,Field Harvest,No comments
950,16969,3,1,NULL,Field Harvest,No comments
951,16970,3,1,NULL,Field Harvest,No comments
952,16971,3,1,NULL,Field Harvest,No comments
953,16972,3,1,NULL,Field Harvest,No comments
954,16973,3,1,NULL,Field Harvest,No comments
955,16974,3,1,NULL,Field Harvest,No comments
956,16975,3,1,NULL,Field Harvest,No comments
957,16976,3,1,NULL,Field Harvest,No comments
958,16977,3,1,NULL,Field Harvest,No comments
959,16978,3,1,NULL,Field Harvest,No comments
960,16979,3,1,NULL,Field Harvest,No comments
961,16980,3,1,NULL,Field Harvest,No comments
962,16982,3,1,NULL,Field Harvest,No comments
963,16983,3,1,NULL,Field Harvest,No comments
964,16985,3,1,NULL,Field Harvest,No comments
965,16986,3,1,NULL,Field Harvest,No comments
966,16988,3,1,NULL,Field Harvest,No comments
967,16989,3,1,NULL,Field Harvest,No comments
968,16990,3,1,NULL,Field Harvest,No comments
969,16991,3,1,NULL,Field Harvest,No comments
970,16992,3,1,NULL,Field Harvest,No comments
971,16994,3,1,NULL,Field Harvest,No comments
972,16995,3,1,NULL,Field Harvest,No comments
973,16996,3,1,NULL,Field Harvest,No comments
974,16997,3,1,NULL,Field Harvest,No comments
975,16998,3,1,NULL,Field Harvest,No comments
976,17000,3,1,NULL,Field Harvest,No comments
977,17001,3,1,NULL,Field Harvest,No comments
978,17002,3,1,NULL,Field Harvest,No comments
979,17003,3,1,NULL,Field Harvest,No comments
980,17004,3,1,NULL,Field Harvest,No comments
981,17005,3,1,NULL,Field Harvest,No comments
982,17006,3,1,NULL,Field Harvest,No comments
983,17007,3,1,NULL,Field Harvest,No comments
984,17008,3,1,NULL,Field Harvest,No comments
985,17009,3,1,NULL,Field Harvest,No comments
986,17010,3,1,NULL,Field Harvest,No comments
987,17012,3,1,NULL,Field Harvest,No comments
988,17013,3,1,NULL,Field Harvest,No comments
989,17014,3,1,NULL,Field Harvest,No comments
990,17016,3,1,NULL,Field Harvest,No comments
991,17017,3,1,NULL,Field Harvest,No comments
992,17018,3,1,NULL,Field Harvest,No comments
993,17019,3,1,NULL,Field Harvest,No comments
994,17020,3,1,NULL,Field Harvest,No comments
995,17021,3,1,NULL,Field Harvest,No comments
996,17022,3,1,NULL,Field Harvest,No comments
997,17023,3,1,NULL,Field Harvest,No comments
998,17024,3,1,NULL,Field Harvest,No comments
999,17025,3,1,NULL,Field Harvest,No comments
1000,17026,3,1,NULL,Field Harvest,No comments
1001,17028,3,1,NULL,Field Harvest,No comments
1002,17029,3,1,NULL,Field Harvest,No comments
1003,17030,3,1,NULL,Field Harvest,No comments
1004,17031,3,1,NULL,Field Harvest,No comments
1005,17032,3,1,NULL,Field Harvest,No comments
1006,17033,3,1,NULL,Field Harvest,No comments
1007,17034,3,1,NULL,Field Harvest,No comments
1008,17035,3,1,NULL,Field Harvest,No comments
1009,17036,3,1,NULL,Field Harvest,No comments
1010,17037,3,1,NULL,Field Harvest,No comments
1011,17038,3,1,NULL,Field Harvest,No comments
